         158466868 function calls (144925742 primitive calls) in 151.288 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      115    0.004    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:310(_dt64_to_ordinalf)
       24    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend_handler.py:77(_update_prop)
      224    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:372(setitem)
       24    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\legend_handler.py:83(_default_update_prop)
      528    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:319(min)
      210    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1189(set_marker)
      503    0.002    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\inspection.py:113(inspect)
       14    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1356(add_cookie_header)
      506    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\cursor.py:1098(fetchone)
       13    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:262(_get_hashtable_algo)
      573    0.002    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:250(_recache)
      381    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1811(convert_units)
     1009    0.006    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\util\langhelpers.py:1228(_set_memoized_attribute)
     2252    0.003    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:303(__enter__)
  371/364    0.002    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1777(__eq__)
      936    0.005    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:350(getitem_block_columns)
      504    0.002    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\event\base.py:445(__get__)
    13104    0.004    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3809(<genexpr>)
     9563    0.006    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\warnings.py:462(__init__)
      600    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1832(frozen)
       13    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py:743(compile)
      468    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:241(split)
      723    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:242(_check_color_like)
      961    0.006    0.000    0.006    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     4681    0.005    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\string_.py:140(construct_from_string)
      503    0.004    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_shape_base_impl.py:621(column_stack)
      432    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2766(_revalidate)
      101    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\_base.py:537(set_result)
       13    0.006    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:280(_check_object_for_strings)
    25389    0.006    0.000    0.006    0.000 {built-in method _warnings._filters_mutated}
    17/15    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:416(__enter__)
     1509    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:268(convert_xunits)
     5670    0.005    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
      432    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:732(_get_transformed_path)
       24    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2390(_update_line_limits)
       20    0.000    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\reshape\concat.py:405(__init__)
       84    0.001    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:744(_compute_offset)
      475    0.002    0.000    0.006    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
      503    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\sql\schema.py:5391(__init__)
      602    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:314(ymax)
        4    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\zoneinfo\_common.py:27(load_data)
        6    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\util\langhelpers.py:1909(go)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1221(_gen_axes_spines)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2916(autoscale_view)
    20/16    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:304(acquire)
    10465    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\create.py:732(first_connect)
    24/18    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\yfinance\utils.py:414(_parse_user_dt)
     1906    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:1074(_auto_draw_if_interactive)
       28    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:433(linear_spine)
    19988    0.005    0.000    0.005    0.000 {method 'endswith' of 'str' objects}
       41    0.005    0.000    0.005    0.000 {method 'execute' of 'sqlite3.Cursor' objects}
      798    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3618(round)
      474    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\tools\datetimes.py:126(_guess_datetime_format_for_array)
     1613    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:440(__enter__)
     1515    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:398(notify)
     1208    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:1251(score_weight)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\reshape\concat.py:777(_concat_indexes)
      240    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\offsetbox.py:633(get_bbox)
      4/1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\_common.py:33(wrapper)
      4/1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\_common.py:51(files)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5455(append)
      936    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:80(atleast_2d)
    30229    0.005    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
     1446    0.005    0.000    0.005    0.000 {method 'take' of 'numpy.ndarray' objects}
      470    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimelike.py:745(_get_engine_target)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:652(_ensure_mutable)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\dialects\postgresql\psycopg2.py:682(initialize)
     4131    0.005    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:697(__init__)
       49    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:48(__init__)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:647(_copy)
      528    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:324(max)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\dialects\postgresql\base.py:3140(initialize)
      264    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2790(get_transformed_path_and_affine)
      4/1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\functools.py:927(wrapper)
     4093    0.005    0.000    0.005    0.000 {method '__exit__' of '_thread.RLock' objects}
      4/1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\_common.py:80(_)
      217    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2837(nonsingular)
     4419    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\enum.py:695(__call__)
      560    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:299(xmin)
     1350    0.003    0.000    0.005    0.000 <frozen os>:711(__getitem__)
       48    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:539(<genexpr>)
     1092    0.003    0.000    0.005    0.000 <frozen genericpath>:157(_splitext)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\reshape\reshape.py:489(unstack)
     1876    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
      732    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:133(check_shape)
       12    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\algorithms.py:1452(safe_sort)
       84    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:817(_set_format)
        7    0.005    0.001    0.005    0.001 {method 'copy' of 'ImagingCore' objects}
       14    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:612(__init__)
      385    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2879(cumsum)
      959    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:738(set_figure)
      168    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\dateutil\rrule.py:428(__init__)
       24    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:335(_make_line)
      948    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:172(_validate)
      384    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:717(_transform_path)
   112/18    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pytz\tzinfo.py:261(localize)
      948    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:240(_validate_numeric_only)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:549(new_figure_manager)
      506    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\base.py:790(_autobegin)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5491(_concat)
      113    0.005    0.000    0.005    0.000 {built-in method _thread.start_joinable_thread}
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\default.py:518(initialize)
        7    0.000    0.000    0.005    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:3494(new_figure_manager)
    15738    0.005    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
     2360    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1337(_to_unmasked_float_array)
      214    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\threading.py:620(set)
      602    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:304(ymin)
      154    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:342(update_from)
       84    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:783(_set_order_of_magnitude)
      803    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:435(set_transform)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
    15903    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
        1    0.005    0.005    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\tseries\frequencies.py:195(deltas)
        3    0.005    0.002    0.005    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\sorting.py:122(get_group_index)
       84    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:1478(_create_rrule)
       14    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:387(get_renderer)
       14    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\util\url.py:349(_encode_target)
     1078    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:676(usesTime)
       84    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\dates.py:1459(__init__)
     1793    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:179(set_children)
      479    0.004    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:304(_simple_new)
       28    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:35(__init__)
       13    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\yfinance\data.py:150(_get_cookie_basic)
      723    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:223(is_color_like)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\concat.py:52(concat_compat)
     4242    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\weakref.py:451(get)
     4241    0.005    0.000    0.005    0.000 {method 'update' of 'dict' objects}
       14    0.000    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2975(handle_single_axis)
     3979    0.003    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\copyreg.py:98(__newobj__)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\yfinance\data.py:140(_load_cookie_basic)
     1425    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\base.py:448(size)
       14    0.001    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\models.py:106(_encode_params)
        1    0.000    0.000    0.005    0.005 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\yfinance\cache.py:364(lookup)
      430    0.002    0.000    0.005    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:599(padded)
      560    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:309(xmax)
       14    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1290(_cookies_for_request)
      357    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1108(get_points)
     14/7    0.000    0.000    0.004    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\sessions.py:750(merge_environment_settings)
      503    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\base.py:794(begin)
       37    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\response.py:469(_decode)
       42    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:654(get_window_extent)
     3389    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
       84    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\dateutil\relativedelta.py:105(__init__)
       13    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py:1272(_cookies_for_domain)
     7630    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
     1872    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5295(_validate_fill_value)
      360    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:995(set_color)
       14    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\connectionpool.py:256(_get_conn)
    12859    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
        1    0.000    0.000    0.004    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimelike.py:2331(_concat_same_type)
       12    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\response.py:122(decompress)
    14804    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\builder\__init__.py:205(can_be_empty_element)
        7    0.001    0.000    0.004    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:2464(__init__)
     1404    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\concat.py:322(_get_block_for_concat_plan)
     3176    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2177(_grouping_func)
     1908    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:550(maybe_promote)
      510    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:515(enter_context)
      672    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\dateutil\rrule.py:1123(rebuild)
3139/2734    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:164(_invalidate_internal)
        7    0.000    0.000    0.004    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2385(__init__)
      168    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:340(_broadcast_to)
    15933    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:266(mgr_locs)
        7    0.000    0.000    0.004    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:803(set_subplotspec)
     7589    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:529(is_string_or_object_np_dtype)
    16686    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:1098(copyto)
       14    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\adapters.py:446(get_connection_with_tls_context)
      989    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
      432    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2751(__init__)
  224/136    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pytz\tzinfo.py:206(normalize)
        7    0.004    0.001    0.004    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:63(__init__)
      798    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2917(_interval_contains_close)
       72    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\traceback.py:400(_walk_tb_with_full_positions)
     5497    0.003    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:339(iterable)
        1    0.004    0.004    0.004    0.004 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\_mixins.py:227(_concat_same_type)
      100    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\offsetbox.py:211(__init__)
     1069    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\range.py:201(_simple_new)
     1009    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\result.py:205(_effective_processors)
    19782    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arrays\datetimes.py:551(dtype)
      732    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:202(_update_values)
     1906    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\__init__.py:1339(is_interactive)
       98    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\sessions.py:61(merge_setting)
     3636    0.004    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\weakref.py:414(__getitem__)
       10    0.004    0.000    0.004    0.000 {method 'decompress' of 'zlib.Decompress' objects}
      504    0.001    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\event\base.py:183(_for_instance)
      222    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py:374(urlparse)
      138    0.000    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1799(transform_path_affine)
    22703    0.004    0.000    0.004    0.000 {built-in method builtins.id}
     1089    0.002    0.000    0.004    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\lines.py:1203(_set_markercolor)
