         230092493 function calls (224420069 primitive calls) in 272.603 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
1443521/1442498    1.490    0.000    1.547    0.000 {built-in method numpy.asarray}
    37034    0.114    0.000    1.519    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:3983(_ixs)
1305533/1303149    1.502    0.000    1.506    0.000 {built-in method numpy.empty}
  1279984    1.060    0.000    1.456    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
  5437279    1.456    0.000    1.456    0.000 {method 'append' of 'list' objects}
13837/13804    0.212    0.000    1.437    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:475(__new__)
  1356556    1.208    0.000    1.417    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
     7052    0.126    0.000    1.405    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6956(insert)
10652/10301    0.035    0.000    1.313    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:12675(_reindex_for_setitem)
     1509    0.007    0.000    1.262    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:11620(all)
     1533    0.037    0.000    1.257    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:11435(_reduce)
     1510    0.023    0.000    1.246    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:12169(_logical_func)
     4027    0.009    0.000    1.243    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:2216(mean)
     4027    0.014    0.000    1.234    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:1605(mean)
  1325828    0.934    0.000    1.202    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\construction.py:416(extract_array)
     5673    0.030    0.000    1.174    0.000 {method 'take' of 'numpy.ndarray' objects}
      567    0.025    0.000    1.164    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\construction.py:638(_extract_index)
        1    0.000    0.000    1.140    1.140 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\__init__.py:122(__init__)
        1    0.000    0.000    1.140    1.140 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\__init__.py:471(_feed)
        1    0.000    0.000    1.140    1.140 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\bs4\builder\_htmlparser.py:372(feed)
        1    0.000    0.000    1.140    1.140 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:104(feed)
        2    0.106    0.053    1.140    0.570 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:134(goahead)
     6106    0.012    0.000    1.108    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:6133(_arith_method)
       53    0.020    0.000    1.104    0.021 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\api.py:202(union_indexes)
  1356223    1.098    0.000    1.098    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
     6128    0.070    0.000    1.087    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\base.py:1371(_arith_method)
       11    0.063    0.006    1.072    0.097 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\db_helpers.py:203(write_indicator_data_to_db)
     4027    0.038    0.000    1.039    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:440(_apply_series)
    20103    0.069    0.000    1.035    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3238(union)
    74185    0.211    0.000    1.016    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimelike.py:141(equals)
  1294470    0.714    0.000    1.010    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
  1294779    0.693    0.000    0.952    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
     1278    0.535    0.000    0.950    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\psycopg2\extras.py:1175(_paginate)
  1284285    0.919    0.000    0.919    0.000 {method 'split' of 'str' objects}
     6036    0.005    0.000    0.912    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arraylike.py:68(__and__)
     6037    0.030    0.000    0.906    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\series.py:6123(_logical_method)
    20038    0.067    0.000    0.895    0.000 {built-in method builtins.sorted}
     8554    0.056    0.000    0.874    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:595(homogeneous_func)
  1362654    0.870    0.000    0.870    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\flags.py:51(__init__)
     7061    0.087    0.000    0.852    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
   258562    0.476    0.000    0.848    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\tools\datetimes.py:673(to_datetime)
   138140    0.071    0.000    0.844    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:2264(<lambda>)
    39988    0.035    0.000    0.836    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:5598(<genexpr>)
       10    0.000    0.000    0.811    0.081 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\main.py:209(<lambda>)
    20134    0.057    0.000    0.774    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:5651(identical)
    69070    0.153    0.000    0.773    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:225(_consolidate_key)
     8554    0.300    0.000    0.763    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\window\rolling.py:601(calc)
    35489    0.089    0.000    0.763    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4608(_box_col_values)
  3444604    0.753    0.000    0.753    0.000 {built-in method builtins.callable}
  1474891    0.741    0.000    0.741    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
    28644    0.059    0.000    0.716    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:2568(__getitem__)
        1    0.000    0.000    0.699    0.699 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\api.py:62(get)
        1    0.000    0.000    0.699    0.699 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\api.py:14(request)
        1    0.000    0.000    0.699    0.699 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\sessions.py:500(request)
        1    0.000    0.000    0.696    0.696 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\sessions.py:673(send)
     2561    0.014    0.000    0.683    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:1176(__getitem__)
    76470    0.208    0.000    0.680    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_dtype.py:350(_name_get)
109523/109423    0.613    0.000    0.671    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  516/460    0.005    0.000    0.660    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\io\sql.py:885(pandasSQL_builder)
  2983255    0.659    0.000    0.659    0.000 {built-in method builtins.issubclass}
     4031    0.004    0.000    0.647    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arraylike.py:54(__gt__)
     7083    0.020    0.000    0.637    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:7282(sort_index)
22516/22490    0.035    0.000    0.632    0.000 {method 'any' of 'numpy.ndarray' objects}
  1279984    0.627    0.000    0.627    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\config.py:617(_select_options)
     4029    0.004    0.000    0.627    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arraylike.py:46(__lt__)
    28652    0.057    0.000    0.624    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:2518(__getitem__)
     7083    0.032    0.000    0.618    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:5290(sort_index)
     2800    0.028    0.000    0.603    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:3820(get_indexer)
     1006    0.018    0.000    0.597    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:882(__setitem__)
  2713462    0.593    0.000    0.593    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:405(flags)
  515/459    0.007    0.000    0.591    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\io\sql.py:1620(__init__)
    14863    0.100    0.000    0.577    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\html\parser.py:301(parse_starttag)
22538/22512    0.018    0.000    0.571    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_methods.py:58(_any)
  515/459    0.003    0.000    0.563    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\base.py:3251(connect)
    28644    0.080    0.000    0.554    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4191(_get_value)
    83157    0.103    0.000    0.551    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\generic.py:339(_from_mgr)
  3343216    0.543    0.000    0.543    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
      234    0.014    0.000    0.539    0.002 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1287(_update_ticks)
4060/3986    0.063    0.000    0.537    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
     2015    0.007    0.000    0.530    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\base.py:6162(get_indexer_for)
     1008    0.006    0.000    0.528    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:1397(_getitem_axis)
     1530    0.002    0.000    0.513    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:12590(values)
     1532    0.012    0.000    0.511    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1633(as_array)
     1006    0.004    0.000    0.502    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:1205(_getbool_axis)
     1518    0.125    0.000    0.496    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1707(_interleave)
     1532    0.003    0.000    0.473    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:3951(T)
2850/2847    0.108    0.000    0.472    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:708(_slice_take_blocks_ax0)
    97949    0.222    0.000    0.470    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\blocks.py:790(copy)
     1532    0.031    0.000    0.469    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:3767(transpose)
  1341695    0.463    0.000    0.463    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1837(__init__)
145262/143634    0.464    0.000    0.462    0.000 {method 'copy' of 'numpy.ndarray' objects}
    62472    0.054    0.000    0.452    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\ops\common.py:81(get_op_result_name)
4606/4576    0.018    0.000    0.447    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:4470(_iset_item_mgr)
     8060    0.094    0.000    0.439    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexers\objects.py:96(get_window_bounds)
  516/459    0.005    0.000    0.434    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\base.py:132(__init__)
     1006    0.014    0.000    0.432    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexing.py:1785(_setitem_with_indexer)
    42323    0.193    0.000    0.425    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:2475(array_equal)
  515/459    0.002    0.000    0.424    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\engine\base.py:3276(raw_connection)
  515/459    0.001    0.000    0.424    0.001 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\sqlalchemy\pool\base.py:441(connect)
16529/15962    0.239    0.000    0.416    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\array_algos\take.py:120(_take_nd_ndarray)
        1    0.000    0.000    0.415    0.415 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\requests\adapters.py:613(send)
     2039    0.003    0.000    0.414    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arraylike.py:192(__sub__)
        1    0.000    0.000    0.414    0.414 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\connectionpool.py:592(urlopen)
        1    0.000    0.000    0.413    0.413 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\urllib3\connectionpool.py:377(_make_request)
4606/4576    0.128    0.000    0.410    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\internals\managers.py:1066(iset)
       13    0.000    0.000    0.407    0.031 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\socket.py:706(readinto)
       13    0.000    0.000    0.407    0.031 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\ssl.py:1289(recv_into)
       13    0.000    0.000    0.407    0.031 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\ssl.py:1129(read)
       13    0.407    0.031    0.407    0.031 {method 'read' of '_ssl._SSLSocket' objects}
  1280500    0.397    0.000    0.397    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
    42454    0.132    0.000    0.390    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
    76470    0.073    0.000    0.383    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_dtype.py:334(_name_includes_bit_suffix)
    37034    0.077    0.000    0.379    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\frame.py:678(_constructor_sliced_from_mgr)
   291509    0.116    0.000    0.371    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\extension.py:67(fget)
     2028    0.002    0.000    0.370    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\arraylike.py:208(__truediv__)
    28646    0.093    0.000    0.369    0.000 C:\Users\haman\AppData\Local\Programs\Python\Python313\Lib\site-packages\pandas\core\indexes\datetimes.py:582(get_loc)
1271709/1267973    0.194    0.000    0.362    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.361    0.361 C:\Users\haman\Dropbox\My PC (LAPTOP-QV7RR5UL)\Desktop\Phases\db_helpers.py:356(batch_fetch_sector_data)
